flower_inference,pollinator_inference,n_flowers,pipeline,threads,batch_size
0.23972774599678814,16.144512327970006,28,16.542971899965778,4,2
0.23751968302531168,17.024805778986774,29,17.42287349596154,4,2
0.2441908980254084,16.545755901024677,28,16.955564812989905,4,2
0.24394837603904307,5.259601818979718,9,5.739547803008463,4,2
0.2439531449927017,11.989061247033533,20,12.40118112100754,4,2
0.2441636819858104,14.192197388969362,24,14.607518392964266,4,2
0.2425364350201562,14.88440293900203,25,15.291690568963531,4,2
0.2852266930276528,13.607797707023565,23,14.058859074022621,4,2
0.24325513205258176,16.069533428992145,27,16.473961669020355,4,2
0.24272291199304163,6.4917042719898745,11,6.9074052309733815,4,2
0.2447213669656776,14.236122095026076,24,14.641837349976413,4,2
0.24127810401841998,14.75519588199677,25,15.162216430006083,4,2
0.2440627469914034,13.526146637974307,23,13.938049521006178,4,2
0.2441146929631941,16.450291946996003,28,16.85415082104737,4,2
0.24405319400830194,7.71678094699746,13,8.125998686009552,4,2
0.24738737603183836,11.249900958966464,19,11.657927861029748,4,2

0.3386149749858305,22.288014386955183,28,22.832295457017608,1,4
0.32394461799412966,24.596145264978986,31,25.08987631299533,1,4
0.32051656302064657,9.361414794053417,12,9.861114367027767,1,4
0.3193901180056855,10.136826176021714,13,10.618209998006932,1,4
0.3205094650038518,21.80530186096439,28,22.29107864003163,1,4
0.32762505603022873,22.65708195301704,29,23.147677369008306,1,4
0.3181441209744662,21.853822801960632,28,22.342355976987164,1,4
0.31796674901852384,6.89857200300321,9,7.469345616991632,1,4
0.31834473699564114,15.660278761992231,20,16.14437358197756,1,4
0.3183578869793564,18.57230424298905,24,19.07514379901113,1,4
0.3320274379802868,19.610925410001073,25,20.10765103501035,1,4
0.31641907402081415,17.69315230799839,23,18.177761080034543,1,4
0.3149753320030868,21.06190318596782,27,21.537557244999334,1,4
0.3224250359926373,8.410690015007276,11,8.895066792028956,1,4
0.3183379030087963,18.720694850955624,24,19.196624775999226,1,4
0.32310726499417797,19.340417876956053,25,19.848061513970606,1,4
0.3189725140109658,17.962614488962572,23,18.44232962699607,1,4
0.31871120701543987,21.562111473002005,28,22.04499320499599,1,4
0.3155263150110841,10.071291717002168,13,10.544915577047504,1,4
0.3171645139809698,14.911323809996247,19,15.390459342044778,1,4

0.2462637320277281,17.057569166994654,28,17.507162685971707,4,4
0.23722224298398942,18.755462253000587,31,19.157408175989985,4,4
0.23595845099771395,7.258290981000755,12,7.676381313009188,4,4
0.23604146495927125,7.804622726980597,13,8.205104274034966,4,4
0.23775990697322413,17.180103546008468,28,17.578974159958307,4,4
0.24437275499803945,17.970052019983996,29,18.388913096976466,4,4
0.24204282800201327,17.40942700096639,28,17.82631490001222,4,4
0.2430002909968607,5.473942081967834,9,5.964110491971951,4,4
0.24468167900340632,12.520405117014889,20,12.93145298602758,4,4
0.24434165796265006,14.962514145008754,24,15.381546477030497,4,4
0.24179666198324412,15.398804782947991,25,15.80883284896845,4,4
0.24403689103201032,14.233288905001245,23,14.645503806998022,4,4
0.2441554400138557,16.59154482901795,27,17.006980669975746,4,4
0.24248682201141492,6.741661552048754,11,7.1466710299719125,4,4
0.2449485530378297,14.972749275970273,24,15.377696251031011,4,4
0.24355109897442162,15.49929194903234,25,15.92030135501409,4,4
0.2433334660017863,14.147961017035414,23,14.556142662011553,4,4
0.24447193095693365,17.491841476003174,28,17.920625059050508,4,4
0.24648194102337584,8.01906310999766,13,8.436955078970641,4,4
0.24088111001765355,11.71936879097484,19,12.121468425029889,4,4

0.3331905530067161,22.672509853029624,28,23.21093156299321,1,8
0.31429058202775195,24.71730724000372,31,25.201973959978204,1,8
0.3130361789953895,9.256536781962495,12,9.742453123035375,1,8
0.31447799399029464,10.258982277009636,13,10.734702465008013,1,8
0.31346422398928553,21.745652854966465,28,22.215804616978858,1,8
0.3143179109902121,22.965954122017138,29,23.441962217038963,1,8
0.31409499899018556,21.8782370959525,28,22.364792843000032,1,8
0.31393529096385464,6.9946078159846365,9,7.533825348014943,1,8
0.3139970100019127,15.79468402202474,20,16.2737215780071,1,8
0.3145880730007775,18.896753020992037,24,19.39438929304015,1,8
0.3141584249678999,19.80305893003242,25,20.28032134298701,1,8
0.3146940979640931,17.83569873101078,23,18.317227220046334,1,8
0.313686901004985,21.401839072990697,27,21.872829763044138,1,8
0.3132215130026452,8.455675589037128,11,8.92883896897547,1,8
0.31528252497082576,19.100226772017777,24,19.572517157997936,1,8
0.3139930709730834,19.53158633701969,25,20.029029625002295,1,8
0.3142583799781278,18.29087928100489,23,18.764908024983015,1,8
0.3152324389666319,21.73131869797362,28,22.228378144965973,1,8
0.31472849601414055,10.215821483987384,13,10.690825186029542,1,8
0.31405296397861093,14.741100583982188,19,15.22100074699847,1,8

0.2479067490203306,17.112688841996714,28,17.56358670903137,4,8
0.2382854640018195,18.629639640043024,31,19.02817610296188,4,8
0.23686251899925992,7.190415476972703,12,7.58669586898759,4,8
0.23801318899495527,7.5843285489827394,13,7.980190181988291,4,8
0.23621940898010507,16.7368189880508,28,17.13268448697636,4,8
0.23713191301794723,17.193790168967098,29,17.589714417990763,4,8
0.23619130696170032,17.107685761002358,28,17.506781169970054,4,8
0.24517827900126576,5.457201318000443,9,5.902321228000801,4,8
0.24251969496253878,12.48628136102343,20,12.887444162974134,4,8
0.2405110449763015,14.7082285900251,24,15.114114816009533,4,8
0.24458499799948186,15.631505830038805,25,16.04388601600658,4,8
0.24512657901505008,13.80726000800496,23,14.218911489995662,4,8
0.24010390701005235,16.41805147397099,27,16.81996492500184,4,8
0.24008631001925096,6.572617035009898,11,6.972930087998975,4,8
0.240185473987367,14.81055896601174,24,15.209159516962245,4,8
0.2451128059765324,15.32999946596101,25,15.74440715397941,4,8
0.2467960620415397,13.869876593991648,23,14.28280280996114,4,8
0.24131443200167269,17.20286841102643,28,17.60424926300766,4,8
0.2431606120080687,7.752912247960921,13,8.159253002959304,4,8
0.24450213299132884,11.49189987196587,19,11.93748618097743,4,8
